iid,gender,pid,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec
304,0,317,30,2,50,0,20,20,0,10,17.7777777777778,13.3333333333333,17.7777777777778,17.7777777777778,17.7777777777778,15.5555555555556,8,6,1,28,3,2,1,10,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8,7,10,9,10,9,1
304,0,318,29,6,40,30,10,8,2,10,16.1290322580645,19.3548387096774,16.1290322580645,19.3548387096774,19.3548387096774,9.67741935483871,5,1,1,28,3,2,1,10,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8,7,10,9,10,9,0
304,0,319,26,2,20,25,20,10,5,20,13.953488372093,13.953488372093,13.953488372093,20.9302325581395,18.6046511627907,18.6046511627907,7,7,1,28,3,2,1,10,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8,7,10,9,10,9,0
304,0,320,36,2,20,16,16,16,16,16,17.8571428571429,25,21.4285714285714,17.8571428571429,17.8571428571429,,5,3,1,28,3,2,1,10,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8,7,10,9,10,9,0
304,0,321,29,2,30,15,15,20,10,10,12.1212121212121,21.2121212121212,18.1818181818182,18.1818181818182,15.1515151515152,15.1515151515152,4,5,1,28,3,2,1,10,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8,7,10,9,10,9,0
305,0,308,27,4,17,19,18,17,11,18,17.7777777777778,20,17.7777777777778,15.5555555555556,13.3333333333333,15.5555555555556,8,5,0,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,309,32,2,20,20,20,20,10,10,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,9.09090909090909,8,5,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
305,0,310,25,2,24,15,20,20,8,13,18.421052631579,21.0526315789474,18.421052631579,15.7894736842105,15.7894736842105,10.5263157894737,6,5,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
305,0,311,29,4,50,20,10,10,5,5,13.8888888888889,19.4444444444444,16.6666666666667,13.8888888888889,16.6666666666667,19.4444444444444,6,10,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
305,0,312,23,2,25,5,30,15,5,20,13.5135135135135,18.9189189189189,21.6216216216216,10.8108108108108,21.6216216216216,13.5135135135135,5,5,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
305,0,313,27,2,19,13,18,18,10,22,17.1428571428571,20,20,14.2857142857143,17.1428571428571,11.4285714285714,5,5,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,314,32,6,20,10,30,20,10,10,17.6470588235294,17.6470588235294,17.6470588235294,17.6470588235294,14.7058823529412,14.7058823529412,6,6,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
305,0,315,27,2,6.67,19.05,42.86,9.52,14.29,7.62,22.5,20,20,15,10,12.5,7,6,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
305,0,316,25,2,25,20,15,25,10,5,18.5185185185185,22.2222222222222,18.5185185185185,14.8148148148148,14.8148148148148,11.1111111111111,3,2,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,317,30,2,50,0,20,20,0,10,18.1818181818182,20.4545454545455,20.4545454545455,18.1818181818182,11.3636363636364,11.3636363636364,7,9,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,318,29,6,40,30,10,8,2,10,16.1290322580645,19.3548387096774,16.1290322580645,19.3548387096774,16.1290322580645,12.9032258064516,5,2,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,319,26,2,20,25,20,10,5,20,15.3846153846154,20.5128205128205,15.3846153846154,12.8205128205128,20.5128205128205,15.3846153846154,7,7,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,320,36,2,20,16,16,16,16,16,24.2424242424242,6.06060606060606,27.2727272727273,15.1515151515152,27.2727272727273,,5,1,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,0
305,0,321,29,2,30,15,15,20,10,10,11.4285714285714,22.8571428571429,20,17.1428571428571,14.2857142857143,14.2857142857143,5,5,1,29,9,4,6,9,,1,4,1,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5,7,9,9,8,7,1
306,0,308,27,4,17,19,18,17,11,18,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,14.5454545454545,12.7272727272727,9,6,0,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
306,0,309,32,2,20,20,20,20,10,10,27.7777777777778,27.7777777777778,22.2222222222222,22.2222222222222,,,8,4,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,310,25,2,24,15,20,20,8,13,20.5128205128205,20.5128205128205,17.948717948718,15.3846153846154,17.948717948718,7.69230769230769,6,5,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
306,0,311,29,4,50,20,10,10,5,5,18.1818181818182,15.1515151515152,15.1515151515152,6.06060606060606,24.2424242424242,21.2121212121212,7,8,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,312,23,2,25,5,30,15,5,20,22.5806451612903,19.3548387096774,19.3548387096774,16.1290322580645,16.1290322580645,6.45161290322581,5,6,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,313,27,2,19,13,18,18,10,22,11.7647058823529,23.5294117647059,17.6470588235294,17.6470588235294,17.6470588235294,11.7647058823529,4,5,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,314,32,6,20,10,30,20,10,10,20.9302325581395,18.6046511627907,16.2790697674419,18.6046511627907,11.6279069767442,13.953488372093,8,7,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
306,0,315,27,2,6.67,19.05,42.86,9.52,14.29,7.62,19.5121951219512,19.5121951219512,21.9512195121951,24.390243902439,9.75609756097561,4.87804878048781,7,6,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,316,25,2,25,20,15,25,10,5,23.0769230769231,23.0769230769231,19.2307692307692,11.5384615384615,15.3846153846154,7.69230769230769,2,2,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,317,30,2,50,0,20,20,0,10,17.948717948718,25.6410256410256,17.948717948718,15.3846153846154,10.2564102564103,12.8205128205128,6,7,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1
306,0,318,29,6,40,30,10,8,2,10,14.2857142857143,21.4285714285714,17.8571428571429,14.2857142857143,17.8571428571429,14.2857142857143,,3,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
306,0,319,26,2,20,25,20,10,5,20,21.6216216216216,16.2162162162162,18.9189189189189,16.2162162162162,13.5135135135135,13.5135135135135,7,7,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
306,0,320,36,2,20,16,16,16,16,16,24,28,16,16,16,,5,1,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
306,0,321,29,2,30,15,15,20,10,10,10.8108108108108,21.6216216216216,18.9189189189189,18.9189189189189,13.5135135135135,16.2162162162162,6,5,1,22,9,4,6,2,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,0
307,0,308,27,4,17,19,18,17,11,18,16.6666666666667,18.75,18.75,16.6666666666667,14.5833333333333,14.5833333333333,9,5,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,309,32,2,20,20,20,20,10,10,25,25,25,25,,,8,8,,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,310,25,2,24,15,20,20,8,13,17.7777777777778,17.7777777777778,17.7777777777778,17.7777777777778,17.7777777777778,11.1111111111111,8,7,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,311,29,4,50,20,10,10,5,5,13.5135135135135,21.6216216216216,16.2162162162162,18.9189189189189,13.5135135135135,16.2162162162162,7,8,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,1
307,0,312,23,2,25,5,30,15,5,20,16.6666666666667,19.047619047619,19.047619047619,14.2857142857143,16.6666666666667,14.2857142857143,7,7,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,1
307,0,313,27,2,19,13,18,18,10,22,11.1111111111111,15.5555555555556,20,17.7777777777778,17.7777777777778,17.7777777777778,8,7,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,1
307,0,314,32,6,20,10,30,20,10,10,17.5,20,17.5,17.5,12.5,15,7,6,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,315,27,2,6.67,19.05,42.86,9.52,14.29,7.62,21.7391304347826,17.3913043478261,21.7391304347826,19.5652173913043,10.8695652173913,8.69565217391304,8,7,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,316,25,2,25,20,15,25,10,5,18.9189189189189,18.9189189189189,18.9189189189189,16.2162162162162,16.2162162162162,10.8108108108108,6,3,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,1
307,0,317,30,2,50,0,20,20,0,10,15.9090909090909,15.9090909090909,15.9090909090909,13.6363636363636,18.1818181818182,20.4545454545455,7,7,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,1
307,0,318,29,6,40,30,10,8,2,10,18.1818181818182,18.1818181818182,21.2121212121212,18.1818181818182,15.1515151515152,9.09090909090909,6,2,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,319,26,2,20,25,20,10,5,20,20.9302325581395,20.9302325581395,16.2790697674419,16.2790697674419,11.6279069767442,13.953488372093,8,6,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,320,36,2,20,16,16,16,16,16,18.75,25,25,12.5,18.75,,5,2,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
307,0,321,29,2,30,15,15,20,10,10,13.953488372093,18.6046511627907,16.2790697674419,18.6046511627907,16.2790697674419,16.2790697674419,7,5,1,27,9,4,1,3,57316,1,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,0
308,1,294,30,4,20,20,35,5,10,10,9.52380952380952,21.4285714285714,21.4285714285714,14.2857142857143,19.047619047619,14.2857142857143,9,6,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
308,1,295,30,2,10,18,20,16,16,20,11.4285714285714,28.5714285714286,25.7142857142857,17.1428571428571,17.1428571428571,,7,4,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
308,1,296,28,2,15,20,35,15,5,10,19.2307692307692,19.2307692307692,23.0769230769231,11.5384615384615,11.5384615384615,15.3846153846154,3,1,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
308,1,297,21,2,25,25,15,15,10,10,10.8695652173913,21.7391304347826,17.3913043478261,15.2173913043478,17.3913043478261,17.3913043478261,6,8,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
308,1,298,22,2,10,30,20,10,15,15,14.2857142857143,19.047619047619,19.047619047619,14.2857142857143,19.047619047619,14.2857142857143,6,6,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
308,1,299,24,4,10,40,10,20,10,10,15.3846153846154,17.3076923076923,19.2307692307692,19.2307692307692,19.2307692307692,9.61538461538462,9,8,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
308,1,300,35,2,15,20,25,15,15,10,11.3207547169811,18.8679245283019,18.8679245283019,16.9811320754717,18.8679245283019,15.0943396226415,7,10,0,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,301,34,2,20,20,20,20,10,10,15.625,18.75,25,6.25,28.125,6.25,5,5,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,302,21,2,50,5,20,10,5,10,12.5,25,25,,25,12.5,5,7,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,303,33,2,20,25,25,10,15,5,11.1111111111111,16.6666666666667,19.4444444444444,13.8888888888889,22.2222222222222,16.6666666666667,6,8,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,304,28,2,5,20,25,25,15,10,7.14285714285714,28.5714285714286,32.1428571428571,3.57142857142857,28.5714285714286,0,5,2,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,305,29,4,10,47,16,12,3,12,12.1951219512195,19.5121951219512,19.5121951219512,17.0731707317073,17.0731707317073,14.6341463414634,7,8,0,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,306,22,4,16,20,19,16,18,11,16.9811320754717,16.9811320754717,16.9811320754717,16.9811320754717,15.0943396226415,16.9811320754717,8,5,0,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,0
308,1,307,27,4,10,20,20,15,20,15,10,20,23.3333333333333,16.6666666666667,16.6666666666667,13.3333333333333,6,5,1,27,9,4,7,3,,1,7,2,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7,7,10,8,8,7,1
309,1,294,30,4,20,20,35,5,10,10,14.8936170212766,19.1489361702128,17.0212765957447,19.1489361702128,14.8936170212766,14.8936170212766,7,3,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,295,30,2,10,18,20,16,16,20,26.0869565217391,34.7826086956522,,39.1304347826087,,,6,6,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,296,28,2,15,20,35,15,5,10,18.9189189189189,21.6216216216216,24.3243243243243,8.10810810810811,13.5135135135135,13.5135135135135,6,1,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,297,21,2,25,25,15,15,10,10,14.8936170212766,17.0212765957447,17.0212765957447,17.0212765957447,17.0212765957447,17.0212765957447,7,9,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,298,22,2,10,30,20,10,15,15,16.2790697674419,20.9302325581395,20.9302325581395,13.953488372093,16.2790697674419,11.6279069767442,8,7,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,299,24,4,10,40,10,20,10,10,15.9090909090909,18.1818181818182,18.1818181818182,15.9090909090909,15.9090909090909,15.9090909090909,7,5,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,300,35,2,15,20,25,15,15,10,17.2413793103448,17.2413793103448,17.2413793103448,17.2413793103448,15.5172413793103,15.5172413793103,10,9,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,301,34,2,20,20,20,20,10,10,13.6363636363636,15.9090909090909,22.7272727272727,11.3636363636364,22.7272727272727,13.6363636363636,6,5,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,1
309,1,302,21,2,50,5,20,10,5,10,12.1212121212121,27.2727272727273,24.2424242424242,12.1212121212121,24.2424242424242,,4,4,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,303,33,2,20,25,25,10,15,5,15.2173913043478,17.3913043478261,17.3913043478261,17.3913043478261,17.3913043478261,15.2173913043478,7,8,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,1
309,1,304,28,2,5,20,25,25,15,10,15,17.5,20,20,17.5,10,5,5,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,305,29,4,10,47,16,12,3,12,16.6666666666667,21.4285714285714,21.4285714285714,19.047619047619,4.76190476190476,16.6666666666667,8,8,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,1
309,1,306,22,4,16,20,19,16,18,11,16.6666666666667,18.75,16.6666666666667,18.75,16.6666666666667,12.5,8,6,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,0
309,1,307,27,4,10,20,20,15,20,15,11.7647058823529,20.5882352941176,17.6470588235294,20.5882352941176,14.7058823529412,14.7058823529412,6,3,1,32,9,2,5,9,30587,1,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7,7,8,9,9,9,1
310,1,294,30,4,20,20,35,5,10,10,17.2413793103448,20.6896551724138,17.2413793103448,17.2413793103448,17.2413793103448,10.3448275862069,4,2,1,25,5,2,7,8,55080,1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,0
310,1,295,30,2,10,18,20,16,16,20,17.1428571428571,25.7142857142857,28.5714285714286,14.2857142857143,14.2857142857143,,6,7,1,25,5,2,7,8,55080,1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,0
310,1,296,28,2,15,20,35,15,5,10,26.0869565217391,21.7391304347826,21.7391304347826,13.0434782608696,4.34782608695652,13.0434782608696,2,1,1,25,5,2,7,8,55080,1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,0
310,1,297,21,2,25,25,15,15,10,10,15.2173913043478,17.3913043478261,19.5652173913043,15.2173913043478,17.3913043478261,15.2173913043478,7,8,1,25,5,2,7,8,55080,1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,1
